9/16/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
9/16/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-11.29
9/16/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-14.83
9/16/2022,"UBER* TRIP               TORONTO      ON ",-20.01
9/16/2022,"2022 IVEY CLUBS WEE...   DOWNTOWN TOROON ",-25.75
9/18/2022,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-131.08
9/18/2022,"APPLE.COM/BILL           866-712-7753 ON ",-237.29
9/19/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
9/19/2022,"DOLLARAMA #1075          LONDON       ON  (APPLE PAY) ",-7.18
9/19/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.85
9/19/2022,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-64.84
9/19/2022,"          FROM - *****00*5827 ",500.00
9/20/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
9/21/2022,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-65.54
9/22/2022,"PHO LEE RESTAURANT       LONDON       ON  (APPLE PAY) ",-31.17
9/22/2022,"          FROM - *****00*5827 ",200.00
9/23/2022,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
9/23/2022,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-4.51
9/23/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-4.66
9/23/2022,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-5.93
9/26/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
9/26/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-11.29
9/27/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
9/27/2022,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-7.06
9/27/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-9.59
9/28/2022,"EINSTEIN'S               LONDON       ON  (APPLE PAY) ",-6.33
9/28/2022,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-9.89
9/29/2022,"TIM HORTONS #0694        LONDON       ON  (APPLE PAY) ",-8.45
9/29/2022,"SQ *KATSU EXPRESS        London       ON  (APPLE PAY) ",-31.06
9/29/2022,"RICHMOND STREET WAREHOUSELONDON       ON  (APPLE PAY) ",-40.15
9/30/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-21.94
9/30/2022,"BARKING FROG             LONDON       ON  (APPLE PAY) ",-45.94
10/1/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-19.71
10/1/2022,"          FROM - *****00*5827 ",200.00
10/2/2022,"THE MASONVILLE KEG       LONDON       ON ",-170.68
10/2/2022,"Amazon Web Services      www.amazon.caON ",-0.89
10/3/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.98
10/3/2022,"          FROM - *****00*5827 ",200.00
10/4/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
10/4/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.17
10/5/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-2.98
10/6/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
10/6/2022,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-7.06
10/6/2022,"BARKING FROG             LONDON       ON  (APPLE PAY) ",-9.19
10/6/2022,"BARKING FROG             LONDON       ON  (APPLE PAY) ",-27.57
10/7/2022,"STARBUCKS 04317          LONDON       ON  (APPLE PAY) ",-7.06
10/7/2022,"HOT TOPIC #2517          LONDON       ON  (APPLE PAY) ",-20.34
10/8/2022,"DINEEN COFFEE CO         TORONTO      ON  (APPLE PAY) ",-10.38
10/8/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-18.43
10/8/2022,"SUSHI ON RONCY           TORONTO      ON  (APPLE PAY) ",-33.01
10/8/2022,"Chess.com Chess.com      800-3182827  CA ",-39.99
10/8/2022,"APPLE STORE #R121        TORONTO      ON  (APPLE PAY) ",-190.97
10/8/2022,"          FROM - *****00*5827 ",600.00
10/9/2022,"PERO RESTAURANT AND LOUNGTORONTO      ON  (APPLE PAY) ",-24.00
10/9/2022," Chess.com Chess.com      800-3182827  CA ",39.99
10/10/2022,"SUSHI ON RONCY           TORONTO      ON  (APPLE PAY) ",-35.88
10/10/2022,"MABELS-RONCY             TORONTO      ON  (APPLE PAY) ",-4.06
10/11/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
10/11/2022,"COCA COLA LONDON ON      LONDON       ON ",-3.50
10/11/2022,"PETROCAN-1181 WESTERN RD LONDON       ON  (APPLE PAY) ",-6.69
10/11/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
10/11/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-17.83
10/11/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-21.35
10/11/2022,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-45.82
10/12/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
10/12/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-4.96
10/12/2022,"Subway 17206             London       ON  (APPLE PAY) ",-10.16
10/13/2022,"Uniqlo Canada Inc.       Toronto      ON ",-203.29
10/13/2022,"APPLE.COM/CA             800-676-2775 ON  (APPLE PAY) ",-190.97
10/14/2022,"          FROM - *****00*5827 ",300.00
10/14/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-9.59
10/14/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-14.63
10/14/2022,"BARAKATS                 LONDON       ON  (APPLE PAY) ",-16.94
10/15/2022,"UBER* EATS               TORONTO      ON ",-23.72
10/15/2022," APPLE.COM/CA             800-676-2775 ON ",190.97
10/16/2022,"UBER CANADA/UBERPASS     TORONTO      ON ",-11.29
10/16/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-13.87
10/17/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-2.98
10/17/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-10.16
10/18/2022,"          FROM - *****00*5827 ",100.00
10/18/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-11.29
10/18/2022,"Uniqlo Canada Inc.       Toronto      ON ",-203.29
10/19/2022,"CUPBOP PLUS              LONDON       ON  (APPLE PAY) ",-13.45
10/20/2022,"HBA1 SWEATER ORDERS...   DOWNTOWN TOROON ",-74.16
10/21/2022,"          FROM - *****00*5827 ",300.00
10/21/2022,"UBER CANADA/UBEREATS     TORONTO      ON ",-32.15
10/21/2022,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-96.05
10/22/2022,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
10/22/2022,"DOLLARAMA #1075          LONDON       ON  (APPLE PAY) ",-7.94
10/22/2022,"AMZN Mktp CA*H833N56P0   WWW.AMAZON.CAON ",-15.81
10/22/2022,"UBER CANADA/UBEREATS     TORONTO      ON ",-32.15
10/23/2022,"UBER* TRIP               TORONTO      ON ",-11.87
10/23/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-12.30
10/24/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-14.66
10/24/2022,"HBA1 SWEATER ORDERS...   DOWNTOWN TOROON ",-74.16
10/25/2022,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-7.29
10/25/2022,"          FROM - *****00*5827 ",100.00
10/26/2022,"BURGER BURGER            LONDON       ON  (APPLE PAY) ",-16.82
10/27/2022,"DOLLARAMA #1075          LONDON       ON  (APPLE PAY) ",-2.40
10/27/2022,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-4.15
10/28/2022,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-14.91
10/28/2022,"          FROM - *****00*5827 ",100.00
10/28/2022,"LOS LOBOS                LONDON       ON  (APPLE PAY) ",-27.10
10/29/2022,"I DEAL ON THE PARK       TORONTO      ON  (APPLE PAY) ",-5.28
10/29/2022,"UBER* TRIP               TORONTO      ON ",-17.13
10/29/2022,"TONALITY RECORDS         TORONTO      ON  (APPLE PAY) ",-55.37
10/30/2022,"N15 STUDIO               TORONTO      ON  (APPLE PAY) ",-52.63
10/31/2022,"KINKA IZAKAYA BLOOR      TORONTO      ON  (APPLE PAY) ",-32.67
11/1/2022,"          FROM - *****00*5827 ",200.00
11/3/2022,"ROSE AND CROWN           TORONTO      ON  (APPLE PAY) ",-25.04
11/4/2022,"SQ *REUNION ISLAND COFFEEToronto      ON  (APPLE PAY) ",-6.75
11/7/2022," Uniqlo Canada Inc.       Toronto      ON ",203.29
11/7/2022," Uniqlo Canada Inc.       Toronto      ON ",203.29
11/8/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-2.98
11/8/2022,"CHATIME LONDON           LONDON       ON  (APPLE PAY) ",-18.76
11/8/2022,"OZEN KOREA               LONDON       ON  (APPLE PAY) ",-35.06
11/9/2022,"OZEN                     LONDON       ON  (APPLE PAY) ",-31.36
11/10/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.85
11/10/2022,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-84.04
11/12/2022,"BLACK WALNUT BAKERY CAFE LONDON       ON  (APPLE PAY) ",-11.42
11/14/2022,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-4.15
11/14/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.64
11/14/2022,"FAMOUS PLAYER 7422QPS    LONDON       ON  (APPLE PAY) ",-6.88
11/15/2022,"UBER CANADA/UBERPASS     TORONTO      ON ",-11.29
11/16/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-2.98
11/16/2022,"APPLE.COM/BILL           866-712-7753 ON ",-11.85
11/17/2022,"MACS SUSHI               LONDON       ON  (APPLE PAY) ",-19.20
11/17/2022,"THE WAVE                 LONDON       ON  (APPLE PAY) ",-33.12
11/18/2022,"MCDONALD'S #25032  QPS   BEAMSVILLE   ON  (APPLE PAY) ",-14.45
11/19/2022,"BEAVERTAILS NIAGARA FALLSNIAGARA FALLSON  (APPLE PAY) ",-7.35
11/19/2022,"GHOST BLASTERS           NIAGARA FALLSON  (APPLE PAY) ",-5.64
11/19/2022,"WIZARDS' GOLF            NIAGARA FALLSON  (APPLE PAY) ",-12.42
11/19/2022,"COUNTRY CHALET           NIAGARA FALLSON  (APPLE PAY) ",-23.79
11/20/2022,"TIM HORTONS #1846        NIAGARA ON LKON  (APPLE PAY) ",-17.08
11/20/2022,"TURTLEJACK'S MUSKOKA G   NIAGARA FALLSON  (APPLE PAY) ",-39.37
11/21/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
11/21/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-9.59
11/22/2022,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
11/22/2022,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-129.14
11/23/2022,"Amazon.ca*HI7QX77Q2      AMAZON.CA    ON ",-7.62
11/24/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
11/24/2022,"DELLAH'S RESTAURANT AND LLONDON       ON  (APPLE PAY) ",-36.75
11/25/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-12.62
11/25/2022,"CEEPS/ BARNEY'S          LONDON       ON  (APPLE PAY) ",-14.95
11/25/2022,"CEEPS/ BARNEY'S          LONDON       ON  (APPLE PAY) ",-26.45
11/26/2022,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-8.87
11/26/2022,"UBER* TRIP               TORONTO      ON ",-20.00
11/26/2022,"LCBO/RAO #0393           LONDON       ON  (APPLE PAY) ",-27.45
11/26/2022,"          FROM - *****00*5827 ",300.00
11/27/2022,"OMZZY'S SHWARMA          LONDON       ON  (APPLE PAY) ",-10.50
11/28/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
11/29/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
11/29/2022,"BOMBAY BISTRO            LONDON       ON  (APPLE PAY) ",-35.38
11/29/2022,"Amazon.ca*HB3WO19P3      AMAZON.CA    ON ",-19.30
11/30/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
11/30/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-4.96
11/30/2022,"FOOD ISLAND SUPERMARKE   LONDON       ON  (APPLE PAY) ",-30.48
11/30/2022,"UBER CANADA/UBEREATS     TORONTO      ON ",-35.73
12/1/2022,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-6.38
12/1/2022,"DELLAH'S RESTAURANT AND LLONDON       ON  (APPLE PAY) ",-5.00
12/1/2022,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-14.45
12/1/2022,"DELLAH'S RESTAURANT AND LLONDON       ON  (APPLE PAY) ",-18.38
12/1/2022,"DELLAH'S RESTAURANT AND LLONDON       ON  (APPLE PAY) ",-18.38
12/1/2022,"DELLAH'S RESTAURANT AND LLONDON       ON  (APPLE PAY) ",-18.38
12/1/2022,"          FROM - *****00*5827 ",100.00
12/2/2022,"QUYNH NHI VIETNAMESE RESTLONDON       ON  (APPLE PAY) ",-31.19
12/4/2022,"SOBEYS #4748             LONDON       ON  (APPLE PAY) ",-55.71
12/5/2022,"APPLE.COM/BILL           866-712-7753 ON ",-14.68
12/5/2022,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-24.56
12/5/2022,"LCBO/RAO #0393           LONDON       ON  (APPLE PAY) ",-32.45
12/5/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-112.34
12/5/2022,"          FROM - *****00*5827 ",250.00
12/7/2022,"APPLE.COM/BILL           866-712-7753 ON ",-14.68
12/7/2022,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-17.80
12/10/2022,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-2.49
12/10/2022,"AMZN Mktp CA*G50L424A3   WWW.AMAZON.CAON ",-28.19
12/11/2022,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-12.42
12/11/2022,"SUBWAY                   LONDON       ON  (APPLE PAY) ",-12.75
12/12/2022,"UBER CANADA/UBEREATS     TORONTO      ON ",-19.02
12/14/2022,"          FROM - *****00*5827 ",50.00
12/14/2022,"CORA ADELAIDE  483       LONDON       ON  (APPLE PAY) ",-25.35
12/14/2022,"          FROM - *****00*5827 ",200.00
12/15/2022,"UBER CANADA/UBERPASS     TORONTO      ON ",-11.29
12/15/2022,"APPLE.COM/BILL           866-712-7753 ON ",-11.85
12/17/2022,"APPLE.COM/BILL           866-712-7753 ON ",-11.29
12/17/2022,"SP PEACE COLLECTIVE      VAUGHAN      ON ",-190.32
12/18/2022,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
12/19/2022,"          FROM - *****00*5827 ",300.00
12/20/2022,"GONG CHA EATONS          TORONTO      ON  (APPLE PAY) ",-8.02
12/20/2022,"SANSOTEI RAMEN EATON CEN TORONTO      ON  (APPLE PAY) ",-20.25
12/20/2022,"Uniqlo Canada            Toronto      ON  (APPLE PAY) ",-56.50
12/22/2022,"WILD HEART CAFE          TORONTO      ON  (APPLE PAY) ",-3.39
12/22/2022,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
12/22/2022,"KINKA IZAKAYA BLOOR      TORONTO      ON  (APPLE PAY) ",-39.33
12/22/2022,"TOKYO SMOKE              TORONTO      ON  (APPLE PAY) ",-16.95
12/22/2022,"THE MERCANTILE           TORONTO      ON  (APPLE PAY) ",-47.97
12/23/2022,"POPEYES #11326           TORONTO      ON  (APPLE PAY) ",-8.46
12/24/2022,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-350.30
12/24/2022," VIA RAIL CANADA INC.//   MONTREAL     QC ",350.30
12/24/2022,"          FROM - *****00*5827 ",500.00
12/27/2022,"UBER CANADA/UBERTRIP     TORONTO      ON ",-23.46
12/27/2022,"RONCESVALLES DENTAL CENTRTORONTO      ON  (APPLE PAY) ",-217.00
12/28/2022,"MCDONALD'S #10007        TORONTO      ON  (APPLE PAY) ",-12.98
12/28/2022,"          FROM - *****00*5827 ",250.00
12/29/2022,"EVENTBRITE/RINGITIN202   SAINT JOHN   NB  (APPLE PAY) ",-27.54
12/29/2022,"EVENTBRITE/RINGITIN202   SAINT JOHN   NB  (APPLE PAY) ",-27.54
12/30/2022,"APPLE.COM/BILL           866-712-7753 ON ",-7.90
12/31/2022,"STEAM PURCHASE           SEATTLE ",-17.24
12/31/2022,"KINKA IZAKAYA BLOOR      TORONTO      ON  (APPLE PAY) ",-38.67
1/2/2023,"Uniqlo Canada            Toronto      ON  (APPLE PAY) ",-90.07
1/5/2023,"APPLE.COM/BILL           866-712-7753 ON ",-14.68
1/6/2023,"UBER CANADA/UBERTRIP     TORONTO      ON ",-12.56
1/7/2023,"TIM HORTONS #2892        ETOBICOKE    ON  (APPLE PAY) ",-5.66
1/7/2023,"PRESTO DUNDAS WEST RELOADTORONTO      ON  (APPLE PAY) ",-50.00
1/8/2023,"CHUCKS ROADHOUSE BAR & GRLONDON       ON  (APPLE PAY) ",-24.62
1/8/2023,"SOBEYS #4748             LONDON       ON  (APPLE PAY) ",-47.51
1/8/2023,"APPLE.COM/BILL           866-712-7753 ON ",-14.68
1/8/2023,"WINNERS 278              ETOBICOKE    ON  (APPLE PAY) ",-18.05
1/9/2023,"APPLE.COM/BILL           866-712-7753 ON ",-11.29
1/10/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-5.93
1/12/2023,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-6.77
1/12/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
1/12/2023,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-29.70
1/12/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-5.93
1/13/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-6.38
1/13/2023,"LCBO/RAO #0393           LONDON       ON  (APPLE PAY) ",-9.60
1/13/2023,"LOST LOVE                LONDON       ON  (APPLE PAY) ",-15.00
1/13/2023,"KOYA JAPAN (MASONVILLE PLLONDON       ON  (APPLE PAY) ",-20.91
1/13/2023,"LOST LOVE                LONDON       ON  (APPLE PAY) ",-34.00
1/13/2023,"LCBO/RAO #0393           LONDON       ON  (APPLE PAY) ",-67.90
1/14/2023,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
1/14/2023,"UBER CANADA/UBERTRIP     TORONTO      ON ",-5.65
1/14/2023,"U NEED A CAB LTD         LONDON       ON  (APPLE PAY) ",-14.50
1/14/2023,"          FROM - *****00*5827 ",300.00
1/15/2023,"UBER* PASS               TORONTO      ON ",-11.29
1/16/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
1/17/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.41
1/17/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-11.29
1/18/2023,"          FROM - *****00*5827 ",50.00
1/18/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-1.19
1/18/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
1/18/2023,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
1/19/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
1/19/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-5.93
1/19/2023,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-8.77
1/19/2023,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-29.70
1/20/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-4.19
1/22/2023,"CHATIME LONDON           LONDON       ON  (APPLE PAY) ",-7.68
1/22/2023,"EAST SIDE MARIOS #8702   LONDON       ON  (APPLE PAY) ",-37.67
1/22/2023,"CONGEE CHAN              LONDON       ON ",-93.54
1/23/2023,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
1/24/2023,"UBER CANADA/UBEREATS     TORONTO      ON ",-21.80
1/24/2023,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-81.36
1/24/2023,"          FROM - *****00*5827 ",300.00
1/24/2023,"APPLE.COM/BILL           866-712-7753 ON ",-3.15
1/24/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-11.87
1/24/2023,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-100.57
1/24/2023,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-154.81
1/24/2023," VIA RAIL CANADA INC.//   MONTREAL     QC ",154.81
1/24/2023,"          FROM - *****00*5827 ",300.00
1/25/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.07
1/26/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-15.31
1/27/2023,"          FROM - *****00*5827 ",400.00
1/27/2023,"          FROM - *****00*5827 ",600.00
1/27/2023,"APOLLO OPTICAL           TORONTO      ON ",-440.00
1/27/2023,"Eyes On Sheppard         NORTH YORK   ON ",-629.00
1/28/2023,"VIA RAIL CANADA INC.//   MONTREAL     QC ",-120.91
1/29/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-1.00
1/29/2023,"FANTAIL BAKERY CAFE      TORONTO      ON  (APPLE PAY) ",-7.01
1/29/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-24.00
1/30/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-14.66
1/30/2023,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-45.95
1/30/2023,"          FROM - *****00*5827 ",100.00
1/31/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-7.51
2/1/2023,"MCDONALD'S #10888        LONDON       ON  (APPLE PAY) ",-9.59
2/2/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
2/2/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-8.18
2/2/2023,"DELLAH'S RESTAURANT AND LLONDON       ON  (APPLE PAY) ",-5.00
2/3/2023,"          FROM - *****00*5827 ",60.00
2/3/2023,"COCO LONDON              LONDON       ON ",-8.81
2/3/2023,"Subway 7259              London       ON  (APPLE PAY) ",-10.16
2/3/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-17.88
2/4/2023,"APPLE.COM/BILL           866-712-7753 ON ",-14.68
2/7/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
2/8/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
2/8/2023,"APPLE.COM/BILL           TORONTO      ON ",-14.68
2/8/2023,"UBER CANADA/UBEREATS     TORONTO      ON ",-32.71
2/9/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-4.19
2/9/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-11.29
2/9/2023,"APPLE.COM/BILL           866-712-7753 ON ",-11.29
2/11/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-12.09
2/14/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-15.25
2/14/2023,"MCDONALD'S #10888        LONDON       ON  (APPLE PAY) ",-9.37
2/15/2023,"UBER* PASS               TORONTO      ON ",-11.29
2/15/2023,"APPLE.COM/BILL           TORONTO      ON ",-15.81
2/15/2023,"THE POACHERS ARMS        LONDON       ON  (APPLE PAY) ",-34.18
2/15/2023," VIA RAIL CANADA INC.//   MONTREAL     QC ",90.68
